Stock,Last Close,Pattern Description,Start,End,Breakout,Breakout Date,Approx. Breakout Price,Fill Price,Avg 3 Mo. Volume,Ultimate High/Low,Ultimate H/L Date,Approx. Target,Volatility Stop,Trade Status,Pattern Width (days/price bars),Height,Stage
BCG.txt,22.55,High & tight flag (HTF),05/05/2021,06/11/2021,Up,06/18/2021,14.7,15.4,"3,901,380",55.7,07/28/2021,18.42 or 25%,12.61 or -7%,Target (18.42) reached on 06/24/2021,38,Tall,
GENUSPAPER.txt,15.35,High & tight flag (HTF),05/14/2021,07/08/2021,Up,02/03/2022,14.7,14.95,"470,052",16.5,02/11/2022,18.25 or 24%,10.44 or -15%,Target (18.25) reached on 04/04/2022,56,Tall,
BAJAJHIND.txt,15.15,High & tight flag (HTF),04/12/2021,05/14/2021,Up,06/10/2021,14.15,15.5,"13,125,611",24.65,07/06/2021,18.18 or 28%,12.76 or -8%,Target (18.18) reached on 06/28/2021,33,Tall,
KRITIKA.txt,18.3,High & tight flag (HTF),03/28/2023,04/11/2023,Up,05/10/2023,14.3,16.15,"234,031",16.95,05/12/2023,18.15 or 27%,11.86 or -10%,Target (18.15) reached on 06/01/2023,15,Tall,
RKDL.txt,14.1,High & tight flag (HTF),02/22/2022,03/11/2022,Up,10/06/2022,14.6,15.55,"35,359",23.8,10/20/2022,18.08 or 24%,12.2 or -11%,Target (18.08) reached on 10/13/2022,18,Tall,
TATAMTRDVR.txt,288.9,High & tight flag (HTF),01/05/2021,03/03/2021,Up,05/11/2021,145,147.8,"3,944,192",169.75,06/15/2021,179.75 or 24%,123.84 or -8%,Target (179.75) reached on 09/29/2021,58,Tall,
BCG.txt,22.55,High & tight flag (HTF),10/26/2021,11/29/2021,Up,12/08/2021,140.5,153.05,"4,614,117",204.8,12/24/2021,179.2 or 28%,126.54 or -9%,Target (179.2) reached on 12/15/2021,35,Tall,
EXPLEOSOL.txt,1527.7,High & tight flag (HTF),06/02/2021,07/15/2021,Up,11/22/2021,1384,1408.95,"17,508",1874,01/05/2022,1783 or 29%,1174.14 or -10%,Target (1783) reached on 12/15/2021,44,Tall,
NDTV.txt,231.8,High & tight flag (HTF),11/30/2021,12/15/2021,Up,02/11/2022,142.9,158.5,"361,386",186,02/15/2022,176.85 or 24%,103.65 or -15%,Target (176.85) reached on 02/14/2022,16,Tall,
BESTAGRO.txt,1034,High & tight flag (HTF),09/16/2021,11/02/2021,Up,10/18/2022,1407.8,1444.95,"164,703",1775,12/05/2022,1758.88 or 25%,1122.24 or -12%,Target (1758.88) reached on 12/05/2022,48,Tall,
AURUM.txt,123.15,High & tight flag (HTF),01/05/2021,03/03/2021,Up,11/15/2021,122.7,150,"370,337",177.55,11/17/2021,175.12 or 43%,92.8 or -12%,Target (175.12) reached on 11/17/2021,58,Tall,
TIDEWATER.txt,882.7,High & tight flag (HTF),05/05/2021,06/07/2021,Up,07/02/2021,12999,13792,"15,496",18443.7,07/13/2021,17357.95 or 34%,11550.14 or -7%,Target (17357.95) reached on 07/12/2021,34,Tall,
GENESYS.txt,333.45,High & tight flag (HTF),01/27/2021,03/17/2021,Up,06/29/2021,136,136,"30,972",188.7,07/16/2021,173.5 or 28%,100.11 or -13%,Target (173.5) reached on 07/15/2021,50,Tall,
LFIC.txt,131.45,High & tight flag (HTF),10/20/2021,11/12/2021,Up,11/17/2021,139.5,147.9,"11,808",219.25,11/29/2021,172.98 or 24%,104.04 or -12%,Target (172.98) reached on 11/23/2021,24,Tall,
PITTIENG.txt,371.6,High & tight flag (HTF),04/22/2021,06/17/2021,Up,06/30/2021,135.45,141.6,"541,701",214.65,08/02/2021,172.18 or 27%,109.11 or -13%,Target (172.18) reached on 07/26/2021,57,Tall,
SUPERSPIN.txt,6.7,High & tight flag (HTF),06/30/2021,07/26/2021,Up,01/10/2022,14.45,16.5,"192,735",19.95,01/21/2022,17.95 or 24%,10.68 or -15%,Target (17.95) reached on 01/17/2022,27,Tall,
PRAENG.txt,13.4,High & tight flag (HTF),04/16/2021,05/31/2021,Up,07/05/2021,14.3,18.4,"374,610",31.05,08/04/2021,17.82 or 25%,9.56 or -19%,Target (17.82) reached on 07/06/2021,46,Tall,
IMAGICAA.txt,42.9,High & tight flag (HTF),09/16/2021,10/22/2021,Up,02/08/2022,14.25,16.55,"220,751",16.8,02/09/2022,17.65 or 24%,10.32 or -11%,Target (17.65) reached on 04/08/2022,37,Tall,
NAGREEKCAP.txt,20.1,High & tight flag (HTF),10/26/2021,12/01/2021,Up,01/17/2022,14,15.1,"1,791",18.25,01/24/2022,17.62 or 26%,13.55 or -1%,Target (17.62) reached on 01/24/2022,37,Tall,
SHAHALLOYS.txt,42.75,High & tight flag (HTF),03/08/2021,05/03/2021,Up,06/25/2021,13.75,14.5,"7,423",38.6,10/12/2021,17.38 or 26%,12.54 or -5%,Target (17.38) reached on 09/20/2021,57,Tall,
MOHITIND.txt,15.3,High & tight flag (HTF),05/03/2021,06/18/2021,Up,06/23/2021,13.65,14.45,"15,735",22.05,07/07/2021,17.38 or 27%,11.64 or -7%,Target (17.38) reached on 07/01/2021,47,Tall,
SOMATEX.txt,29.6,High & tight flag (HTF),11/01/2021,11/17/2021,Up,02/14/2023,13.75,14.65,"50,405",50.25,03/24/2023,17.32 or 26%,12.82 or -6%,Target (17.32) reached on 02/21/2023,17,Tall,
KAVVERITEL.txt,6.7,High & tight flag (HTF),07/05/2021,09/22/2021,Up,01/12/2022,12.1,13.1,"42,593",18.25,01/24/2022,17.3 or 43%,11.25 or -6%,Target (17.3) reached on 01/21/2022,80,Tall,
HINDNATGLS.txt,13.3,Flag,02/23/2022,03/21/2022,Up,03/22/2022,12.75,14,"273,028",18.6,03/31/2022,17.25 or 57%,11.08 or -13%,Target (17.25) reached on 03/30/2022,27,Tall,
SHYAMTEL.txt,8.45,Flag,07/08/2021,10/04/2021,Up,12/09/2021,10.2,12.3,"6,730",17.85,12/22/2021,17.2 or 108%,8.21 or -16%,Target (17.2) reached on 12/22/2021,89,Tall,
ZODIAC.txt,140.7,High & tight flag (HTF),03/08/2022,04/20/2022,Up,07/21/2022,133.5,135.35,"26,554",170.9,08/03/2022,169.75 or 27%,111.34 or -12%,Target (169.75) reached on 08/03/2022,44,Tall,
GOLDENTOBC.txt,44.5,High & tight flag (HTF),07/19/2021,08/11/2021,Up,09/27/2021,127.05,135.75,"114,027",190.8,10/07/2021,168.82 or 33%,112.62 or -9%,Target (168.82) reached on 10/05/2021,24,Tall,
STEELXIND.txt,14.95,High & tight flag (HTF),10/20/2021,12/16/2021,Up,12/20/2021,136,144,"661,974",262.6,01/14/2022,168.38 or 24%,113.44 or -11%,Target (168.38) reached on 12/27/2021,58,Tall,
ADANIPOWER.txt,279.15,High & tight flag (HTF),08/24/2021,10/19/2021,Up,03/25/2022,135.5,146,"31,740,974",312,04/28/2022,168.08 or 24%,119.29 or -8%,Target (168.08) reached on 03/29/2022,57,Tall,
GANESHHOUC.txt,357.2,High & tight flag (HTF),05/28/2021,07/16/2021,Up,08/27/2021,130.95,137,"79,294",242.95,11/25/2021,167.62 or 28%,98.3 or -15%,Target (167.62) reached on 09/13/2021,50,Tall,
IZMO.txt,245.35,High & tight flag (HTF),02/07/2023,04/05/2023,Up,04/10/2023,134.9,140.8,"318,509",156.05,04/18/2023,167.5 or 24%,104 or -14%,Target (167.5) reached on 05/23/2023,58,Tall,
BCONCEPTS.txt,330.2,High & tight flag (HTF),03/29/2022,05/04/2022,Up,07/11/2022,131.5,140.35,"16,065",151.9,08/01/2022,166.18 or 26%,104.92 or -12%,Target (166.18) reached on 09/08/2022,37,Tall,
INDIANB.txt,283.7,Flag,12/13/2021,12/27/2021,Up,01/04/2022,137.35,143.6,"5,165,997",178.7,02/07/2022,165.9 or 25%,125.28 or -10%,Target (165.9) reached on 02/02/2022,15,Tall,
ADSL.txt,86.35,High & tight flag (HTF),09/21/2021,11/11/2021,Up,12/30/2021,132.75,144,"586,516",174.5,01/10/2022,165.82 or 25%,103.48 or -12%,Target (165.82) reached on 01/07/2022,52,Tall,
ATGL.txt,670.9,High & tight flag (HTF),03/19/2021,05/04/2021,Up,05/11/2021,1320,1344,"2,535,144",1679,06/03/2021,1644.5 or 25%,1164.66 or -10%,Target (1644.5) reached on 06/03/2021,47,Tall,
DCI.txt,177.55,High & tight flag (HTF),10/19/2022,10/27/2022,Up,11/04/2022,124.65,137.4,"40,142",175.25,11/15/2022,164.88 or 32%,,Target (164.88) reached on 11/14/2022,9,Tall,
TOTAL.txt,144.4,High & tight flag (HTF),06/27/2022,08/26/2022,Up,09/09/2022,128.8,143,"128,126",195.35,09/21/2022,164.85 or 28%,99.78 or -16%,Target (164.85) reached on 09/16/2022,61,Tall,
SUBCAPCITY.txt,89.05,High & tight flag (HTF),03/30/2022,05/04/2022,Up,07/14/2022,122.5,131,"1,655",331.95,08/12/2022,164.58 or 34%,103.88 or -12%,Target (164.58) reached on 07/22/2022,36,Tall,
APOLSINHOT.txt,1377.7,High & tight flag (HTF),08/01/2022,09/30/2022,Up,10/06/2022,1294.4,1460,"6,734",1763.15,10/11/2022,1629.18 or 26%,1085.21 or -11%,Target (1629.18) reached on 10/10/2022,61,Tall,
ARROWGREEN.txt,344.85,High & tight flag (HTF),04/23/2021,05/24/2021,Up,06/08/2021,128.8,136,"11,268",183,06/18/2021,161.45 or 25%,105.27 or -11%,Target (161.45) reached on 06/16/2021,32,Tall,
ORBTEXP.txt,157.7,High & tight flag (HTF),12/20/2021,01/31/2022,Up,02/02/2022,128.8,130.5,"178,098",134.8,02/03/2022,160.6 or 25%,92.92 or -19%,Target (160.6) reached on 08/19/2022,43,Tall,
KUANTUM.txt,153.3,Flag,04/03/2023,04/24/2023,Up,04/25/2023,144,147.5,"59,399",,,160.6 or 18%,127.64 or -8%,Target (160.6) reached on 05/15/2023,22,Tall,
KANORICHEM.txt,115.75,High & tight flag (HTF),02/01/2021,04/12/2021,Up,04/28/2021,123.95,126.7,"57,648",196.1,08/02/2021,160.02 or 29%,99.18 or -13%,Target (160.02) reached on 07/06/2021,71,Tall,
JAYNECOIND.txt,22.55,High & tight flag (HTF),02/12/2021,03/16/2021,Up,04/08/2021,12.95,14.05,"238,149",14.65,04/12/2021,16.92 or 31%,11.03 or -10%,Target (16.92) reached on 05/10/2021,33,Tall,
LSIL.txt,26.8,High & tight flag (HTF),10/18/2021,11/29/2021,Up,12/14/2021,12.5,13.65,"5,027,267",28.8,01/12/2022,16.6 or 33%,10.66 or -6%,Target (16.6) reached on 12/28/2021,43,Tall,
MSPL.txt,9,High & tight flag (HTF),03/31/2021,05/05/2021,Up,12/30/2021,13.3,14.45,"1,072,295",18.9,01/04/2022,16.45 or 24%,8.59 or -15%,Target (16.45) reached on 01/03/2022,36,Tall,
OILCOUNTUB.txt,22.85,High & tight flag (HTF),08/24/2021,10/13/2021,Up,09/23/2022,12.9,13.95,"20,115",19.4,10/06/2022,16.3 or 26%,11.66 or -8%,Target (16.3) reached on 09/30/2022,51,Tall,
TRIGYN.txt,108.85,High & tight flag (HTF),04/19/2021,06/07/2021,Up,06/10/2021,126.4,134,"299,100",173,07/23/2021,158.57 or 25%,95.17 or -16%,Target (158.57) reached on 07/19/2021,50,Tall,
BIRLACABLE.txt,177.9,High & tight flag (HTF),04/20/2021,06/22/2021,Up,02/10/2022,123,128.1,"201,121",144.5,02/11/2022,156.8 or 27%,99.12 or -13%,Target (156.8) reached on 03/10/2022,64,Tall,
DSSL.txt,459.75,High & tight flag (HTF),03/08/2021,05/10/2021,Up,06/08/2021,125.5,126.25,"103,733",177.25,06/10/2021,156.38 or 25%,104.62 or -12%,Target (156.38) reached on 06/10/2021,64,Tall,
SIKKO.txt,63.35,High & tight flag (HTF),07/21/2022,08/29/2022,Up,09/09/2022,118,124.8,"76,461",172.95,09/21/2022,155.82 or 32%,101.87 or -10%,Target (155.82) reached on 09/19/2022,40,Tall,
MUKANDLTD.txt,129.4,High & tight flag (HTF),03/25/2021,04/20/2021,Up,05/19/2021,122.2,131.9,"317,625",138.45,05/21/2021,155.75 or 27%,103.49 or -11%,Target (155.75) reached on 08/16/2021,27,Tall,
HEXATRADEX.txt,144.35,High & tight flag (HTF),03/18/2021,05/14/2021,Up,05/25/2021,124.15,127.5,"126,230",129,05/26/2021,154.98 or 25%,98.87 or -13%,Target (154.98) reached on 07/09/2021,58,Tall,
HILTON.txt,156.75,High & tight flag (HTF),12/22/2022,02/21/2023,Up,04/20/2023,122.95,129.35,"179,898",,,154.7 or 26%,105.1 or -10%,Target (154.7) reached on 05/22/2023,62,Tall,
JINDWORLD.txt,332.35,High & tight flag (HTF),08/23/2021,10/07/2021,Up,10/21/2021,121.9,133,"600,997",357,02/09/2022,153.98 or 26%,95.66 or -14%,Target (153.98) reached on 11/15/2021,46,Tall,
PRITI.txt,167.75,High & tight flag (HTF),05/12/2022,06/21/2022,Up,06/28/2022,123,129.2,"46,448",232.4,09/09/2022,153.57 or 25%,103.72 or -12%,Target (153.57) reached on 07/20/2022,41,Tall,
PALREDTEC.txt,138.9,High & tight flag (HTF),02/01/2021,03/03/2021,Up,04/19/2021,123.2,129.65,"17,524",170,06/09/2021,153.18 or 24%,94.16 or -12%,Target (153.18) reached on 05/28/2021,31,Tall,
BLUESTARCO.txt,1460,Flag,01/31/2023,02/10/2023,Up,02/16/2023,1388,1417.05,"77,603",,,1521.75 or 14%,1256.92 or -6%,Target (1521.75) reached on 03/08/2023,11,Tall,
HINDOILEXP.txt,189,Flag,03/28/2023,04/19/2023,Up,04/24/2023,135.95,141.75,"493,811",,,152.5 or 17%,124.48 or -7%,Target (152.5) reached on 04/26/2023,23,Tall,
GMDCLTD.txt,164.95,High & tight flag (HTF),12/01/2021,01/31/2022,Up,02/04/2022,122.9,136.7,"2,998,472",228.4,04/07/2022,152.2 or 24%,96.06 or -17%,Target (152.2) reached on 03/03/2022,62,Tall,
VAISHALI.txt,130,High & tight flag (HTF),03/11/2022,04/20/2022,Up,11/21/2022,119.3,122.5,"142,829",166.55,01/16/2023,152.18 or 28%,87.77 or -11%,Target (152.18) reached on 12/12/2022,41,Tall,
MAWANASUG.txt,95.7,High & tight flag (HTF),06/21/2021,07/14/2021,Up,02/17/2022,120,120.9,"256,847",128.8,02/17/2022,151.5 or 26%,75.52 or -17%,Target (151.5) reached on 03/09/2022,24,Tall,
NAHARINDUS.txt,107.9,Flag,11/10/2021,12/14/2021,Up,12/28/2021,119.6,121.1,"61,150",199,02/08/2022,151.35 or 42%,103.44 or -8%,Target (151.35) reached on 01/11/2022,35,Tall,
MOLDTECH.txt,327.45,High & tight flag (HTF),02/24/2022,04/27/2022,Up,12/12/2022,121.5,128.55,"126,957",133.4,12/19/2022,150.75 or 24%,103.12 or -8%,Target (150.75) reached on 01/02/2023,63,Tall,
GODHA.txt,1.2,High & tight flag (HTF),11/26/2021,01/19/2022,Up,02/16/2022,117.1,125.95,"39,308",203.95,03/14/2022,150.4 or 28%,107.49 or -6%,Target (150.4) reached on 02/24/2022,55,Tall,
NECCLTD.txt,19.7,High & tight flag (HTF),04/19/2021,05/27/2021,Up,06/07/2021,12.8,13,"133,658",18.95,06/23/2021,15.92 or 24%,8.54 or -19%,Target (15.92) reached on 06/22/2021,39,Tall,
DHARSUGAR.txt,8.5,High & tight flag (HTF),04/15/2021,05/21/2021,Up,06/08/2021,12.45,14.35,"58,474",35.75,07/06/2021,15.72 or 26%,11.2 or -6%,Target (15.72) reached on 06/11/2021,37,Tall,
RTNINDIA.txt,39.35,High & tight flag (HTF),04/06/2021,05/06/2021,Up,05/10/2021,12,12.9,"1,408,856",19.7,05/25/2021,15.72 or 31%,10.44 or -4%,Target (15.72) reached on 05/19/2021,31,Tall,
VASWANI.txt,21.55,High & tight flag (HTF),01/05/2021,03/03/2021,Up,05/06/2021,12.4,13.85,"43,455",15.8,05/12/2021,15.72 or 27%,8.92 or -18%,Target (15.72) reached on 05/12/2021,58,Tall,
SHYAMTEL.txt,8.45,High & tight flag (HTF),06/10/2022,07/04/2022,Up,07/07/2022,12.3,13.5,"2,683",16.3,07/14/2022,15.5 or 26%,11.76 or -2%,Target (15.5) reached on 07/13/2022,25,Tall,
FLUOROCHEM.txt,3211.25,High & tight flag (HTF),04/07/2021,06/09/2021,Up,07/09/2021,1199,1200,"276,748",2205,10/13/2021,1493 or 25%,1049.88 or -11%,Target (1493) reached on 07/16/2021,64,Tall,
MCX.txt,1540.25,Flag,09/29/2022,10/21/2022,Up,10/24/2022,1343.9,1377.9,"357,042",1697.1,12/20/2022,1480.35 or 14%,1245.95 or -5%,Target (1480.35) reached on 10/25/2022,23,Tall,
BROOKS.txt,65.4,High & tight flag (HTF),03/25/2021,05/27/2021,Up,08/12/2021,113.9,124.7,"66,194",154.4,09/16/2021,145.95 or 28%,81.62 or -13%,Target (145.95) reached on 09/13/2021,64,Tall,
ZENITHEXPO.txt,119.5,High & tight flag (HTF),04/08/2021,05/24/2021,Up,10/12/2022,116.3,136.95,"6,399",177,10/20/2022,145.2 or 25%,92.3 or -12%,Target (145.2) reached on 10/14/2022,47,Tall,
ONMOBILE.txt,72.85,High & tight flag (HTF),01/25/2021,02/18/2021,Up,02/22/2021,113.9,124,"1,626,749",133.2,02/24/2021,145.2 or 27%,78.81 or -14%,Target (145.2) reached on 07/05/2021,25,Tall,
GODHA.txt,1.2,High & tight flag (HTF),01/20/2022,02/10/2022,Up,02/16/2022,117,125.95,"39,308",203.95,03/14/2022,144.78 or 24%,107.49 or -6%,Target (144.78) reached on 02/23/2022,22,Tall,
WELENT.txt,167.2,Flag,09/22/2022,10/04/2022,Up,10/06/2022,126.25,130.1,"603,649",174.8,01/03/2023,144.75 or 19%,107.46 or -13%,Target (144.75) reached on 11/24/2022,13,Tall,
MANINFRA.txt,102.45,High & tight flag (HTF),08/20/2021,10/18/2021,Up,10/26/2021,116.9,123,"1,954,188",146.4,11/12/2021,144.6 or 24%,93.5 or -12%,Target (144.6) reached on 11/10/2021,60,Tall,
KHAICHEM.txt,70.35,High & tight flag (HTF),11/29/2021,01/20/2022,Up,01/27/2022,112.8,126.8,"338,568",129.85,01/28/2022,144.55 or 28%,75.54 or -16%,Target (144.55) reached on 04/12/2022,53,Tall,
SCHAND.txt,188.25,High & tight flag (HTF),01/27/2021,03/09/2021,Up,03/15/2021,116.65,126.1,"423,807",134,03/16/2021,144.35 or 24%,87.76 or -16%,Target (144.35) reached on 07/19/2021,42,Tall,
RVNL.txt,125.35,High & tight flag (HTF),03/01/2023,04/26/2023,Up,05/02/2023,114.7,122.5,"29,833,007",144.4,05/08/2023,144.02 or 26%,94.04 or -9%,Target (144.02) reached on 05/08/2023,57,Tall,
RELINFRA.txt,137.05,High & tight flag (HTF),08/24/2021,09/28/2021,Up,02/03/2022,114.9,119.6,"1,537,030",150,02/10/2022,143.35 or 25%,93.68 or -11%,Target (143.35) reached on 02/08/2022,36,Tall,
INDOAMIN.txt,119.3,Flag,09/20/2022,09/30/2022,Up,10/11/2022,118.45,128.7,"234,747",146.6,10/14/2022,142.45 or 25%,104.96 or -12%,Target (142.45) reached on 10/13/2022,11,Tall,
SKMEGGPROD.txt,235.9,High & tight flag (HTF),07/06/2022,09/06/2022,Up,10/07/2022,112.75,117.15,"189,913",128.8,10/11/2022,141.07 or 25%,97.08 or -9%,Target (141.07) reached on 12/09/2022,63,Tall,
ADANITRANS.txt,829.25,Flag,06/23/2021,07/27/2021,Up,08/18/2021,945,1099,"975,172",1990,09/15/2021,1409 or 63%,855.06 or -11%,Target (1409) reached on 08/27/2021,35,Tall,
MIRZAINT.txt,52.9,High & tight flag (HTF),10/29/2021,12/03/2021,Up,12/09/2021,112.8,113.55,"1,954,354",138.5,12/13/2021,140.02 or 24%,87.24 or -15%,Target (140.02) reached on 01/04/2022,36,Tall,
INDOWIND.txt,11.1,High & tight flag (HTF),09/23/2021,10/28/2021,Up,11/11/2021,11.95,13,"197,774",44.25,01/04/2022,14.92 or 25%,10.8 or -7%,Target (14.92) reached on 11/17/2021,36,Tall,
GTNTEX.txt,19.5,High & tight flag (HTF),05/27/2021,07/29/2021,Up,12/09/2021,11.8,12.45,"2,714",15.5,12/22/2021,14.9 or 26%,10.88 or -5%,Target (14.9) reached on 12/20/2021,64,Tall,
BLBLIMITED.txt,18.85,High & tight flag (HTF),06/02/2021,07/26/2021,Up,07/28/2021,11.9,12.6,"100,130",15.2,08/04/2021,14.75 or 24%,9.85 or -10%,Target (14.75) reached on 08/04/2021,55,Tall,
SAKUMA.txt,14.6,High & tight flag (HTF),05/20/2021,06/16/2021,Up,07/02/2021,11.75,12.8,"1,249,910",14.7,07/16/2021,14.65 or 25%,8.44 or -18%,Target (14.65) reached on 07/16/2021,28,Tall,
SUZLON.txt,13.35,High & tight flag (HTF),07/28/2022,09/06/2022,Up,05/31/2023,11.7,11.85,"89,240,632",,,14.6 or 25%,9.22 or -10%,Target (14.6) reached on 06/07/2023,41,Tall,
VISASTEEL.txt,10.85,High & tight flag (HTF),04/19/2021,05/14/2021,Up,07/29/2021,11.65,12.75,"62,215",14.7,08/04/2021,14.5 or 24%,10.54 or -9%,Target (14.5) reached on 08/04/2021,26,Tall,
EUROTEXIND.txt,13.3,High & tight flag (HTF),06/22/2022,08/19/2022,Up,10/12/2022,11.55,12.2,"3,140",12.2,10/13/2022,14.48 or 25%,9.24 or -16%,Target (14.48) reached on 01/05/2023,59,Tall,
PVP.txt,12.05,High & tight flag (HTF),03/28/2023,04/25/2023,Up,05/03/2023,11.4,12.25,"624,697",14.4,05/10/2023,14.15 or 24%,9.36 or -11%,Target (14.15) reached on 05/10/2023,29,Tall,
ADANIPOWER.txt,279.15,High & tight flag (HTF),01/28/2021,03/25/2021,Up,06/07/2021,108.7,134,"24,969,274",166.9,06/09/2021,138.8 or 28%,90.28 or -9%,Target (138.8) reached on 06/08/2021,57,Tall,
TOTAL.txt,144.4,High & tight flag (HTF),10/27/2021,12/16/2021,Up,08/25/2022,106.5,112.8,"66,001",128.8,08/26/2022,137.93 or 30%,63.51 or -18%,Target (137.93) reached on 09/09/2022,51,Tall,
CLEDUCATE.txt,64.8,High & tight flag (HTF),08/24/2021,10/19/2021,Up,11/17/2021,111.2,118.4,"78,261",136.8,11/25/2021,137.91 or 24%,87.74 or -12%,Target (137.91) reached on 02/21/2022,57,Tall,
TIPSINDLTD.txt,211.75,High & tight flag (HTF),03/31/2021,05/25/2021,Up,06/17/2021,1060,1132.9,"19,317",1508,07/01/2021,1361.5 or 28%,921.25 or -10%,Target (1361.5) reached on 06/29/2021,56,Tall,
GPIL.txt,373.15,High & tight flag (HTF),03/09/2021,05/03/2021,Up,06/10/2021,1081.1,1164.9,"257,510",1848,07/29/2021,1359.1 or 26%,859.94 or -13%,Target (1359.1) reached on 06/14/2021,56,Tall,
KINGFA.txt,1923.6,High & tight flag (HTF),04/19/2021,05/20/2021,Up,06/08/2021,1079.8,1123.2,"20,186",1321.9,07/12/2021,1342.08 or 24%,857 or -16%,Target (1342.08) reached on 12/27/2021,32,Tall,
DEEPINDS.txt,172.6,High & tight flag (HTF),05/17/2021,07/07/2021,Up,08/02/2021,108.9,113.5,"177,419",174.55,10/06/2021,134.7 or 24%,83.38 or -15%,Target (134.7) reached on 08/17/2021,52,Tall,
RAJMET.txt,9.4,High & tight flag (HTF),02/16/2021,03/08/2021,Up,06/03/2021,101.5,102.5,"3,435",215,09/01/2021,133.62 or 32%,93.56 or -4%,Target (133.62) reached on 06/14/2021,21,Tall,
CONSOFINVT.txt,137.65,High & tight flag (HTF),04/19/2021,06/09/2021,Up,07/01/2021,105.6,117.5,"28,552",176.25,09/03/2021,133.3 or 26%,86.14 or -11%,Target (133.3) reached on 07/14/2021,52,Tall,
TOUCHWOOD.txt,170.45,High & tight flag (HTF),01/05/2021,01/13/2021,Up,03/08/2021,104.25,106.4,"13,789",135.05,03/16/2021,131.78 or 26%,88.06 or -12%,Target (131.78) reached on 03/16/2021,9,Tall,
SERVOTECH.txt,130.15,High & tight flag (HTF),03/29/2023,05/23/2023,Up,05/30/2023,97.95,107.65,"191,760",,,130.45 or 33%,91.91 or -5%,Target (130.45) reached on 06/06/2023,56,Tall,
NAGAFERT.txt,9.95,High & tight flag (HTF),04/23/2021,05/24/2021,Up,06/25/2021,11,11.6,"937,339",20.55,07/15/2021,13.95 or 27%,9.63 or -9%,Target (13.95) reached on 07/02/2021,32,Tall,
DUCON.txt,7,High & tight flag (HTF),04/15/2021,06/09/2021,Up,06/14/2021,11.25,11.9,"176,464",16.95,06/30/2021,13.92 or 24%,9.43 or -9%,Target (13.92) reached on 06/24/2021,56,Tall,
ANSALAPI.txt,9.45,High & tight flag (HTF),05/24/2021,07/15/2021,Up,10/07/2021,10.75,12,"334,275",12.35,10/08/2021,13.38 or 24%,7.82 or -12%,Target (13.38) reached on 10/26/2021,53,Tall,
SOMATEX.txt,29.6,High & tight flag (HTF),02/14/2022,03/04/2022,Up,02/08/2023,10.75,12.4,"40,397",50.25,03/24/2023,13.38 or 24%,9.44 or -8%,Target (13.38) reached on 02/13/2023,19,Tall,
INDSWFTLTD.txt,9.2,High & tight flag (HTF),07/05/2021,08/11/2021,Up,10/05/2021,10.45,11.4,"51,014",16.6,10/19/2021,13.35 or 28%,8.74 or -13%,Target (13.35) reached on 10/12/2021,38,Tall,
ORIENTALTL.txt,6.5,High & tight flag (HTF),04/12/2021,06/08/2021,Up,06/17/2021,10.4,12.4,"142,278",13,06/18/2021,13.08 or 26%,8.05 or -15%,Target (13.08) reached on 06/29/2021,58,Tall,
EXCEL.txt,0.45,High & tight flag (HTF),12/09/2021,12/30/2021,Up,01/05/2022,10.4,11,"313,168",13.3,01/12/2022,13 or 25%,9.37 or -4%,Target (13) reached on 01/12/2022,22,Tall,
AARVI.txt,137.2,High & tight flag (HTF),11/02/2021,12/29/2021,Up,03/30/2022,103.9,113.5,"37,104",127.25,04/04/2022,129.88 or 25%,80.62 or -11%,Target (129.88) reached on 09/14/2022,58,Tall,
LYKALABS.txt,104.5,High & tight flag (HTF),06/21/2021,08/10/2021,Up,11/02/2021,102.9,108.6,"298,380",267,12/24/2021,129.2 or 26%,89.88 or -9%,Target (129.2) reached on 11/24/2021,51,Tall,
VISHAL.txt,17.5,High & tight flag (HTF),05/17/2021,07/19/2021,Up,07/22/2021,99.5,103.75,"402,902",132.7,08/05/2021,128.6 or 29%,85.12 or -9%,Target (128.6) reached on 08/04/2021,64,Tall,
RAMKY.txt,366.05,High & tight flag (HTF),01/28/2021,03/05/2021,Up,06/08/2021,97.9,116.9,"119,102",210.45,07/06/2021,126.2 or 29%,82.22 or -9%,Target (126.2) reached on 06/11/2021,37,Tall,
SOUTHWEST.txt,132.05,High & tight flag (HTF),06/04/2021,08/06/2021,Up,08/30/2021,96,97.05,"149,220",249,02/18/2022,125.5 or 31%,78.22 or -11%,Target (125.5) reached on 10/11/2021,64,Tall,
XPROINDIA.txt,814.6,High & tight flag (HTF),10/29/2021,12/08/2021,Up,01/06/2022,1003.8,1077,"62,224",1254.9,01/12/2022,1248.1 or 24%,844.38 or -9%,Target (1248.1) reached on 01/12/2022,41,Tall,
JBMA.txt,941,High & tight flag (HTF),09/17/2021,11/18/2021,Up,12/03/2021,979.3,1057,"259,652",1201,12/07/2021,1247.95 or 27%,787.24 or -15%,Target (1247.95) reached on 01/04/2022,63,Tall,
DCM.txt,70,High & tight flag (HTF),09/21/2021,11/10/2021,Up,11/12/2021,97,99.9,"33,100",146,01/12/2022,124 or 28%,82.1 or -9%,Target (124) reached on 12/08/2021,51,Tall,
